LIBID,LIBNAME,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,POPU_LSA,POPU_UND,CENTLIB,BRANLIB,LIBRARIA,OTHPAID,TOTSTAFF,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,STAFFEXP,PRMATEXP,ELMATEXP,OTHMATEX,TOTEXPCO,OTHOPEXP,TOTOPEXP,CAPITAL,BKVOL,EBOOK,AUDIO_PH,AUDIO_DL,VIDEO_PH,VIDEO_DL,HRS_OPEN,VISITS,REGBOR,TOTCIR,KIDCIRCL,ELMATCIR,PHYSCIR,LOANTO,LOANFM,TOTPRO,KIDPRO,YAPRO,TOTATTEN,KIDATTEN,YAATTEN,GPTERMS,PITUSR,WIFISESS,WEBVISIT
103-008,LUVERNE PUBLIC LIBRARY,CI,SO,Y,CO2,10402,10402,1,0,3,0,3,158024,14174,0,21382,193580,100552,34139,134691,7523,5232,15125,27880,16834,179405,0,16975,32443,2235,6786,2146,609,2029,25218,8616,41242,15260,3073,38169,99,5,263,222,11,4034,2650,166,14,4149,1300,-1
103-009,OPP PUBLIC LIBRARY,CI,SO,Y,CI1,12877,12877,1,0,3,0,3,132250,11739,0,5546,149535,65012,17354,82366,9642,516,1064,11222,21329,114917,0,20299,178,804,25,827,0,2008,10314,3340,17700,3883,1677,16023,265,74,10,7,1,442,318,25,8,1961,308,443
103-010,SAMSON PUBLIC LIBRARY,CI,SO,Y,CI1,5800,5800,1,0,0.7,0,0.7,19799,5357,0,354,25510,-9,-9,-9,5512,0,0,5512,-9,33603,0,9215,0,178,0,118,0,1456,2735,1420,2903,447,0,2903,0,0,1,1,0,8,8,0,7,900,0,-1
103-011,SLOCOMB PUBLIC LIBRARY,CI,SO,Y,CI1,5837,5837,1,0,0.5,0,0.5,34390,6454,0,0,40844,-9,-9,-9,4475,0,0,4475,-9,24235,0,8405,0,150,0,0,0,1020,4500,1025,3623,1042,0,3623,0,0,133,8,0,1631,131,0,8,2003,0,0
104-000,HORSESHOE BEND REGIONAL LIBRARY,MJ,MA,Y,MC2,151868,151868,1,0,1.7,1.85,3.55,43856,203297,0,20053,267206,135971,29407,165378,16805,0,4055,20860,50638,236876,0,49616,0,728,0,800,0,2262,4065,3012,39299,14570,0,39299,282,6,289,265,0,4006,3886,0,2,152,49307,-1
104-001,ALEXANDER CITY - ADELIA MCCONNELL RUSSELL LIBRARY,CI,MA,Y,CI1,14595,14595,1,1,2,8,10,471636,6412,11944,50916,540908,288933,101110,390043,21035,16296,5977,43308,86942,520293,0,29996,35026,1356,6848,1581,609,4836,44857,10084,48472,20207,9440,39032,84,112,200,111,7,3237,1971,100,30,9281,83000,43634
104-002,DADEVILLE PUBLIC LIBRARY,CI,SO,Y,CO2,3106,3106,1,0,1,1.58,2.58,108421,2954,0,10403,121778,60860,30009,90869,8706,1500,0,10206,20430,121505,0,9262,34793,485,6788,710,609,2117,23123,1276,17594,2332,4337,13257,71,350,136,113,0,1105,485,0,10,2855,2994,40822
104-003,GOODWATER PUBLIC LIBRARY,CI,SO,Y,CI1,1330,1330,1,0,0.63,0.43,1.06,39282,2408,0,2847,44537,-9,-9,-9,3697,0,1406,5103,-9,42961,0,18523,0,393,0,2092,0,2022,5582,3410,3099,287,0,3099,29,12,8,4,4,83,49,34,12,1448,0,0
104-004,AUBURN PUBLIC LIBRARY,CI,SO,Y,CI1,63973,63973,1,0,7,14,21,2284189,29546,20000,15860,2349595,1153867,337094,1490961,176621,69988,30898,277507,581127,2349595,7323,53393,3533,3020,1056,8222,0,3432,170982,23613,465564,231795,29117,436447,254,198,988,897,57,28230,27246,725,36,49227,624209,134651
104-005,OPELIKA - LEWIS COOPER JR. MEMORIAL LIBRARY,CI,SO,Y,CI1,30240,30240,1,0,5,6,11,970557,17346,20000,850,1008753,474258,197033,671291,140512,6000,8000,154512,142848,968651,0,43343,41747,2593,9234,4841,617,3213,144185,11581,254139,94192,32407,221732,144,299,480,333,34,8586,7623,231,40,37308,11478,9235
104-006,MILLBROOK PUBLIC LIBRARY,CI,SO,Y,CI1,15318,15318,1,0,3,0,3,232800,7068,0,8206,248074,157100,37888,194988,15017,3000,2853,20870,37558,253416,0,28545,32722,1407,6874,1334,609,2808,50426,22712,81381,27375,4804,76577,15,34,99,66,0,3395,3107,0,23,16203,8542,0
104-007,ROCKFORD PUBLIC LIBRARY,CI,SO,Y,CI1,447,447,1,0,1,0,1,55975,2787,0,0,58762,-9,-9,-9,2650,0,50,2700,-9,41700,0,5965,0,112,0,342,0,1664,1250,377,691,312,0,691,2,154,150,150,0,150,150,0,3,460,110,0
104-008,TALLASSEE COMMUNITY PUBLIC LIBRARY,CI,SO,Y,CI1,4671,4671,1,0,2,0,2,91824,2582,0,16917,111323,-9,-9,-9,4667,1500,1160,7327,-9,103397,0,30557,35082,885,6878,1327,609,2350,19989,4002,22793,11525,3951,18842,0,0,74,51,9,1911,1566,87,12,8445,750,6132
104-009,WETUMPKA PUBLIC LIBRARY,CI,SO,Y,CI1,8148,8148,1,0,2.5,3,5.5,322489,4007,0,12182,338678,219007,42409,261416,7873,2850,4947,15670,65290,342376,0,24133,35045,2089,6796,2351,609,2870,29173,24820,79544,17467,26594,52950,42,127,239,158,29,3528,2862,150,12,13515,3424,144531
516-001,FLORENCE - LAUDERDALE PUBLIC LIBRARY,MJ,SO,Y,CO2,89619,89619,1,0,16.5,1,17.5,879600,90042,16954,347640,1334236,562028,144885,706913,66683,13372,12098,92153,535170,1334236,0,65447,7178,2775,3645,5036,34,2754,199963,42869,190355,65621,30025,160330,0,18,743,398,123,17897,10944,1899,28,27047,12097,47601
999-039,TUSCUMBIA - HELEN KELLER PUBLIC LIBRARY,MJ,SO,Y,CI2,12685,12685,1,0,2,0,2,181845,11476,0,3000,196321,-9,-9,-9,17337,120,11339,28796,-9,149699,0,38265,25327,1245,187,3969,0,1924,13369,10018,44720,6393,16290,28430,0,0,232,133,2,3412,1830,20,12,6727,0,157
999-042,LEIGHTON PUBLIC LIBRARY,MJ,SO,Y,CI2,4996,4996,1,0,1,1,2,10960,9181,120,940,21201,-9,-9,-9,1204,0,417,1621,-9,17823,0,9052,0,25,0,1500,0,960,5054,1623,4295,853,0,4295,0,0,27,25,0,459,420,0,3,3342,14000,420
999-050,MUSCLE SHOALS PUBLIC LIBRARY,MJ,SO,Y,CI2,18309,18309,1,0,4,8,12,804022,18977,0,20547,843546,319786,96677,416463,73193,28000,37164,138357,288726,843546,9898,52021,167000,2562,76673,12424,16110,2193,308880,25740,195222,51388,46069,149153,0,0,220,144,19,3015,2623,189,29,24623,47623,104365
516-004,ROGERSVILLE PUBLIC LIBRARY,CI,SO,Y,CO2,1230,1230,1,0,1,1.5,2.5,104585,9657,4000,9666,127908,80597,3657,84254,12521,1500,6610,20631,20946,125831,10353,37292,32749,1372,6874,2252,609,2080,19117,4762,34817,14222,3603,31214,0,0,137,86,0,2512,1641,0,12,3548,3900,-1
999-066,SHEFFIELD PUBLIC LIBRARY,CI,SO,Y,CO2,13217,13217,1,0,4,0,4,229491,19274,0,4500,253265,115815,62000,177815,53655,20975,5334,79964,44554,302333,0,44939,130113,1738,6310,3933,0,1700,34302,9834,35734,3435,3765,31969,0,0,25,13,0,3324,2095,0,16,4951,2501,18381
106-000,NORTHWEST REGIONAL LIBRARY,MJ,SO,N,MC1,34608,34608,1,0,0.5,1.8,2.3,39835,54431,25066,25909,145241,63108,0,63108,22038,3000,2300,27338,16316,106762,0,10355,0,0,0,0,0,1568,0,90,7863,295,7145,718,164,356,0,0,0,0,0,0,0,0,0,-1
106-001,HAMILTON - CLYDE NIX PUBLIC LIBRARY,CI,SO,Y,CI1,6646,6646,1,0,1,0.5,1.5,87173,0,4000,0,91173,-9,-9,-9,2500,0,1000,3500,-9,86673,0,15275,0,497,0,351,0,1764,10996,1340,10297,3081,0,10297,12,10,19,19,0,936,936,0,6,2276,1027,-1
106-002,KENNEDY PUBLIC LIBRARY,CI,SO,Y,CI1,428,428,1,0,0.8,0,0.8,27921,0,0,0,27921,-9,-9,-9,700,0,0,700,-9,27921,0,4665,0,154,0,42,0,1536,172,42,570,116,0,570,0,0,5,5,0,56,56,0,4,138,10,-1
106-003,GUIN - MCHS COMMUNITY LIBRARY,MJ,SO,Y,CI1,2274,2274,1,0,1.5,0,1.5,40341,0,4000,0,44341,-9,-9,-9,4000,0,1896,5896,-9,40340,0,22521,0,28,0,389,0,1279,9408,1523,2041,725,0,2041,15,0,5,5,0,195,195,0,10,3849,112,-1
106-004,MILLPORT PUBLIC LIBRARY,CI,SO,Y,CI1,989,989,1,0,1,0,1,36405,0,2000,0,38405,-9,-9,-9,1000,0,0,1000,-9,34405,0,8703,0,47,0,170,0,1540,1206,547,1854,1067,0,1854,16,37,23,23,0,320,320,0,4,254,0,-1
106-005,RUSSELLVILLE PUBLIC LIBRARY,CI,SO,Y,CI1,19053,19053,1,0,2.45,0,2.45,95976,19665,0,0,115641,47828,17258,65086,9897,0,0,9897,7287,82270,1617,23527,32787,483,6895,2097,609,1872,14138,2219,27708,2393,1300,26408,0,0,79,44,5,813,504,71,5,4704,4507,1225
106-006,SULLIGENT PUBLIC LIBRARY,CI,SO,Y,CI1,1845,1845,1,0,1,0.5,1.5,88849,0,4000,0,92849,-9,-9,-9,2500,0,0,2500,-9,85849,5500,15960,0,18,0,0,0,1884,6991,1422,6079,1807,0,6079,0,0,10,10,0,311,311,0,5,1111,869,-1
106-007,VERNON - MARY WALLACE COBB MEMORIAL LIBRARY,CI,SO,Y,CI1,1877,1877,1,0,1,0.5,1.5,70423,0,1500,0,71923,-9,-9,-9,1164,0,1722,2886,-9,70422,0,12856,0,20,0,768,0,2104,9194,6297,7300,2165,0,7300,5,16,71,33,0,1012,343,0,9,2670,675,-1
106-008,RED BAY - WEATHERFORD PUBLIC LIBRARY,CI,SO,Y,CI1,3086,3086,1,0,0.88,0.3,1.18,45470,0,1500,0,46970,-9,-9,-9,1207,0,375,1582,-9,45470,0,11433,0,24,0,1,0,1300,6101,2881,6294,2383,0,6294,2,8,19,18,0,538,446,0,7,1263,66,-1
106-009,WINFIELD PUBLIC LIBRARY,CI,SO,Y,CI1,4468,4468,1,0,1,2.5,3.5,117183,0,4000,0,121183,65353,23438,88791,7500,0,5500,13000,26376,128167,0,26901,0,1026,0,4508,0,1976,12156,4397,17959,5673,0,17959,54,220,97,54,37,1327,1083,189,15,2191,354,1564
107-001,ATHENS - LIMESTONE PUBLIC LIBRARY,CO,SO,Y,CO1,94402,94402,1,0,8,4.6,12.6,210000,86000,10000,321678,627678,364759,77254,442013,13717,15066,3608,32391,152817,627221,0,74287,76588,1285,9083,3555,609,2325,107723,12938,229430,92956,38298,191132,17,5,552,138,53,12145,5275,384,45,11511,14145,2399130
107-002,DECATUR PUBLIC LIBRARY,CI,SO,Y,CI1,87481,87481,1,0,15,0.73,15.73,506936,82871,20000,293866,903673,417790,125825,543615,55370,2539,40193,98102,179593,821310,0,84500,387396,3333,83630,5925,16583,2600,138038,31584,202843,82931,49837,153006,23,58,287,225,4,19983,17004,142,57,21378,49050,249101
107-003,HARTSELLE - WILLIAM BRADFORD HUIE LIBRARY OF HARTSELLE,CI,SO,Y,CI1,22752,22752,1,0,1,1,2,118904,21016,5000,5364,150284,-9,-9,-9,20682,3000,818,24500,-9,150285,0,31670,31986,635,6627,742,609,2080,16347,10997,42831,14994,7188,35643,0,0,30,22,0,884,785,0,7,6264,5301,-1
107-004,LAWRENCE COUNTY PUBLIC LIBRARY,CO,SO,Y,CO1,30796,30796,1,0,1,1.87,2.87,57650,28446,10000,37080,133176,58210,11984,70194,22031,21,82,22134,28399,120727,0,27266,32870,943,6876,2240,609,1920,18552,12951,28730,6550,5229,23501,0,0,466,82,0,2901,434,0,12,3692,7478,5400
500-000,BALDWIN COUNTY LIBRARY COOPERATIVE,CO,MO,Y,CO2,98575,98575,1,0,3,2,5,100080,91053,0,11177,202310,110204,48136,158340,2800,0,0,2800,37302,198442,0,15874,0,700,0,1682,0,3110,19181,4408,22466,8467,0,22466,104,31,8,1,1,224,30,30,8,4553,569,10554
500-001,DAPHNE PUBLIC LIBRARY,CI,SO,Y,CI1,25960,25960,1,0,5,9.68,14.68,887311,29438,20000,11720,948469,519719,169193,688912,57211,12000,15000,84211,152825,925948,10800,63585,42378,6009,9236,7750,613,2860,156234,12797,245634,89006,15220,230414,408,57,473,243,49,7870,6497,664,31,11101,1040,86175
500-002,FAIRHOPE PUBLIC LIBRARY,CI,SO,Y,CI1,20935,20935,1,0,7,8.26,15.26,818477,19337,20000,110514,968328,505203,120587,625790,64053,30876,17532,112461,119906,858157,0,76378,39995,6111,8580,4716,613,2704,161222,16273,194851,61663,37460,157391,13748,19981,1402,252,130,17573,8508,1133,73,20642,85091,108110
999-072,FOLEY PUBLIC LIBRARY,CI,SO,Y,CI1,18288,18288,1,0,1,11,12,840803,16892,12000,29337,899032,572445,107708,680153,64642,16000,32000,112642,95900,888695,0,84849,35337,6020,14555,7130,561,2912,463800,22926,799830,208318,256396,543434,314,40,618,164,149,18535,8534,2790,36,32831,28518,89212
500-004,BAY MINETTE PUBLIC LIBRARY,CI,SO,Y,CI1,9169,9169,1,0,7,0,7,379810,8430,4000,2356,394596,181480,106430,287910,32749,8774,2776,44299,93350,425559,0,34916,42146,1738,17791,1849,611,2528,36450,6230,81075,22244,9135,71940,294,115,141,91,0,3832,3327,0,11,9318,219856,-1
500-005,LOXLEY PUBLIC LIBRARY,CI,SO,Y,CI1,2336,2336,1,0,1.18,0,1.18,36185,2158,0,2592,40935,-9,-9,-9,3249,1500,203,4952,-9,43839,0,7867,27494,239,6767,932,607,1338,5737,774,8972,4558,1730,7242,10,5,68,34,3,776,507,9,5,1212,194,0
500-006,OSCAR JOHNSON MEMORIAL LIBRARY,CI,SO,N,CI1,888,888,1,0,0,1,1,4200,820,0,150,5170,-9,-9,-9,100,0,0,100,-9,10100,0,9861,0,400,0,914,0,910,1500,176,2174,1197,0,2174,13,0,1,1,0,6,6,0,5,220,400,-1
999-071,ROBERTSDALE PUBLIC LIBRARY,CI,SO,Y,CI1,6098,6098,1,0,1,2,3,395439,5633,0,0,401072,209751,68188,277939,66301,1500,8396,76197,39876,394012,0,38927,35747,4096,7577,1600,609,2624,74583,5640,52365,18836,5926,46439,66,3,204,204,0,2832,2198,0,13,70233,51267,-1
500-008,GULF SHORES - THOMAS B. NORTON PUBLIC LIBRARY,CI,SO,Y,CI1,11809,11809,1,0,7,3,10,641022,10908,0,14314,666244,417973,121469,539442,17129,23814,10597,51540,75260,666242,0,43760,47164,4943,31962,4470,34752,2548,107446,9163,164911,25478,20889,144022,125,10,365,191,20,20649,12418,958,24,10351,3776,11705
501-001,ADAMSVILLE PUBLIC LIBRARY,CI,SO,Y,CI1,4347,4347,1,0,1,0,1,71077,3362,0,6713,81152,-9,-9,-9,5784,0,1525,7309,-9,81152,0,13432,47960,409,19291,1063,0,2080,9321,2051,12361,2732,2556,9805,1907,2508,107,13,0,396,239,0,10,4870,1763,0
501-002,BESSEMER PUBLIC LIBRARY,CI,SO,Y,CI1,26386,26386,1,0,6,2,8,923551,17132,89727,74782,1105192,428899,103628,532527,40304,3080,17132,60516,385073,978116,0,33824,13654,1511,4277,1868,0,2860,109522,25341,55919,15320,17104,38815,5113,4268,128,54,23,2252,1181,298,40,95000,28896,29961
501-003,MOUNTAIN BROOK - EMMET O`NEAL LIBRARY,CI,SO,Y,CI1,20381,20381,1,0,15.7,15.2,30.9,3310963,13233,0,39726,3363922,1778586,378119,2156705,176315,117263,53265,346843,732740,3236288,0,112487,137165,8435,63945,8431,3298,3063,239524,14668,450012,230641,72459,377553,24726,18192,846,555,98,31555,24196,2836,26,21660,19393,89096
501-004,FAIRFIELD - WALTER J. HANNA MEMORIAL LIBRARY,CI,SO,Y,CI1,10683,10683,1,0,3,1,4,69466,6936,0,5967,82369,57260,470,57730,582,0,0,582,28866,87178,0,13033,47960,132,19291,993,0,2080,14500,3287,10176,3415,2535,7641,510,734,26,23,3,1140,1076,64,10,8411,3416,-1
501-005,FULTONDALE PUBLIC LIBRARY,CI,SO,Y,CI1,9190,9190,1,0,1,5,6,502788,5967,0,0,508755,305034,65269,370303,15000,0,7400,22400,116052,508755,0,24057,47960,608,19291,3999,0,2496,70000,3803,30898,6036,5285,25613,1323,5645,6,6,0,510,510,0,17,10481,18470,-1
501-006,GARDENDALE - MARTHA MOORE PUBLIC LIBRARY,CI,SO,Y,CI1,13906,13906,1,0,10.44,1.46,11.9,731761,9029,8000,30978,779768,417268,134606,551874,27609,7012,12595,47216,157132,756222,0,44993,47960,2346,19291,5541,0,2674,80472,8963,152409,58636,18474,133935,6474,14469,437,284,64,19094,15699,2005,13,13647,0,31827
501-007,GRAYSVILLE PUBLIC LIBRARY,CI,SO,Y,CI1,2094,2094,1,0,1,0.5,1.5,66000,1360,0,10618,77978,-9,-9,-9,2741,0,0,2741,-9,77171,0,14727,47960,476,19291,571,0,2080,12480,1481,12980,1871,2202,10778,1188,4075,4,4,0,294,294,0,6,2833,849,-1
501-008,HOMEWOOD PUBLIC LIBRARY,CI,SO,Y,CI1,25476,25476,1,0,28.9,5.96,34.86,2575185,16541,16900,19030,2627656,1503815,441866,1945681,112536,107466,41080,261082,238376,2445139,428767,77506,416125,9405,359854,15914,38949,3172,435509,21299,680584,249307,152175,528409,33487,27038,1562,747,304,84907,59814,13692,52,41745,62552,138376
501-009,HOOVER PUBLIC LIBRARY,CI,SO,Y,CI1,84920,84920,1,0,37.51,36.18,73.69,7049953,55136,20000,150219,7275308,3906095,1273220,5179315,245175,285237,113739,644151,1367504,7190970,240600,213826,410738,13339,353178,22420,39697,3468,547859,50665,1650847,699299,259280,1391567,41886,57898,1312,704,39,96439,72243,1584,94,56831,187158,426676
501-010,HUEYTOWN PUBLIC LIBRARY,CI,SO,Y,CI1,15460,15460,1,0,1,3.1,4.1,118591,9996,0,18710,147297,70708,2958,73666,24181,250,1166,25597,69653,168916,0,19582,47690,427,19291,1516,0,2288,26977,5326,54070,15408,7279,46791,4104,4958,131,27,0,1750,753,0,14,16284,5040,271589
501-011,IRONDALE PUBLIC LIBRARY,CI,SO,Y,CI1,12468,12468,1,0,3,2.9,5.9,454370,8095,0,24927,487392,259165,79336,338501,43374,4366,12896,60636,85083,484220,0,40640,402011,1558,352345,3194,39245,2354,22757,3541,69682,24991,8198,61484,10278,6787,136,77,16,2677,1898,133,7,8311,18485,13600
501-012,LEEDS - JANE CULBRETH LIBRARY,CI,SO,Y,CI1,12031,12031,1,0,5,1.35,6.35,416857,7811,8750,11330,444748,275627,80558,356185,23390,2000,6166,31556,76307,464048,0,27442,47960,1171,19291,3611,0,2312,42548,4636,82486,34810,9916,72570,5908,12354,421,267,27,10124,6443,462,10,7970,1265,4264
501-013,MIDFIELD PUBLIC LIBRARY,CI,SO,Y,CI1,5092,5092,1,0,1,1.43,2.43,100000,3292,0,23073,126365,61730,12790,74520,7200,0,2000,9200,30306,114026,0,13509,47960,29,19291,1311,0,2217,30976,2437,5949,1916,790,5159,441,912,12,6,6,269,195,74,10,17028,11807,0
501-014,PLEASANT GROVE PUBLIC LIBRARY,CI,SO,Y,CI1,10104,10104,1,0,2,0,2,156881,6560,0,12597,176038,-9,-9,-9,10358,1500,8791,20649,-9,164733,0,17091,47960,1024,19291,2394,0,2355,21320,2782,29182,6075,6711,22471,2623,2538,136,4,0,1005,263,0,15,5048,12015,-1
501-015,TARRANT PUBLIC LIBRARY,CI,SO,Y,CI1,6201,6201,1,0,2,0,2,156601,4026,0,0,160627,-9,-9,-9,9834,0,3244,13078,-9,156601,0,20183,24637,149,9785,958,0,2244,24850,1628,8610,2977,1440,7170,1460,2079,60,52,2,1035,984,9,9,5124,3400,1495
501-016,TRUSSVILLE PUBLIC LIBRARY,CI,SO,Y,CI1,21827,21827,1,0,7,11,18,1531829,14172,2364,0,1548365,879780,232284,1112064,86972,21931,31365,140268,428699,1681031,12097,73863,47960,4277,19291,8624,15987,3092,295984,15589,290000,129934,40148,249852,15004,20979,373,121,92,10471,7054,1227,18,14787,12466,86881
501-017,VESTAVIA HILLS LIBRARY IN THE FOREST,CI,SO,Y,CI1,34291,34291,1,0,6,19.5,25.5,2193253,22172,18600,140617,2374642,1180788,320485,1501273,102723,50525,93752,247000,717985,2466258,56494,96473,67256,8560,36694,11697,2958,3274,404853,15867,474804,185059,86151,388653,30670,21808,925,432,223,24426,17796,2469,53,23606,41990,215918
501-018,WARRIOR PUBLIC LIBRARY,CI,SO,Y,CI1,3208,3208,1,0,2,0,2,135150,2083,0,14082,151315,-9,-9,-9,7124,250,2605,9979,-9,148859,0,17602,47960,498,19291,1526,0,2445,17143,3210,32508,7907,8844,23664,1955,4722,32,26,0,1425,1320,0,8,4424,0,-1
501-019,BIRMINGHAM PUBLIC LIBRARY,CI,MO,Y,CI1,210710,210710,1,18,62,211,273,15366132,160570,10000,703848,16240550,9586250,2735196,12321446,459914,271519,153788,885221,1518369,14725036,0,630989,48831,30233,43809,46671,2264,47062,1307802,132200,877800,214693,95872,781928,122082,91259,3488,1295,413,65658,29422,4967,275,392363,2226135,556973
