LIBID,LIBNAME,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,POPU_LSA,POPU_UND,CENTLIB,BRANLIB,LIBRARIA,OTHPAID,TOTSTAFF,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,STAFFEXP,PRMATEXP,ELMATEXP,OTHMATEX,TOTEXPCO,OTHOPEXP,TOTOPEXP,CAPITAL,BKVOL,EBOOK,AUDIO_PH,AUDIO_DL,VIDEO_PH,VIDEO_DL,HRS_OPEN,VISITS,REGBOR,TOTCIR,KIDCIRCL,ELMATCIR,PHYSCIR,LOANTO,LOANFM,TOTPRO,KIDPRO,YAPRO,TOTATTEN,KIDATTEN,YAATTEN,GPTERMS,PITUSR,WIFISESS,WEBVISIT
319,POST PUBLIC LIBRARY,CI,SO,Y,CI1,3438,3422,1,0,1,0.5,1.5,102144,0,0,0,102144,-9,-9,-9,16323,1505,7847,25675,-9,102144,0,14709,58113,1185,17220,250,15,1463,21201,1603,16732,6310,2482,14250,25,5,29,15,5,1699,740,265,10,2400,0,0
32,JOE BARNHART BEE COUNTY LIBRARY,NP,SO,Y,CO1,25227,25113,1,0,2,4.63,6.63,227083,10000,1620,219557,458260,238511,52578,291089,39301,17588,7401,64290,257691,613070,0,41935,19907,2660,2770,3256,109,2816,92514,8950,36752,12485,3325,33427,208,611,479,173,74,2451,2268,22,26,15053,11289,21000
320,POTEET PUBLIC LIBRARY,CI,SO,Y,CO2,7660,7625,1,0,1,1,2,102783,0,0,5289,108072,-9,-9,-9,7949,0,0,7949,-9,95983,105341,13952,0,286,0,560,0,1936,8553,4636,6535,3481,0,6535,0,0,89,46,31,471,318,54,12,2027,259,0
321,THOMPSON SAWYER PUBLIC LIBRARY,NP,SO,Y,CO1,3994,3976,1,0,1.47,0.15,1.62,14976,0,0,64589,79565,-9,-9,-9,8393,0,0,8393,-9,98960,3904,25802,0,725,0,1076,0,1560,3779,1783,5375,1861,0,5375,47,0,127,6,0,166,129,0,5,4761,478,-1
322,QUEMADO PUBLIC LIBRARY,NP,SO,Y,CO2,14378,14313,1,0,0.6,0.15,0.75,27189,0,0,3244,30433,-9,-9,-9,1052,0,289,1341,-9,29142,0,9660,0,425,0,780,0,1492,4717,892,2205,855,0,2205,0,0,17,7,3,672,419,12,9,2884,0,0
323,QUITMAN PUBLIC LIBRARY,CI,SO,Y,CO2,6327,6298,1,0,1.9,0,1.9,117054,0,0,0,117054,-9,-9,-9,2335,1900,1601,5836,-9,109854,0,26320,525,676,0,1954,0,1664,54450,8246,51972,6112,1220,50752,11,10,173,40,8,2888,760,72,14,25550,7280,0
325,REBER MEMORIAL LIBRARY,CO,SO,Y,CO1,21810,21711,1,0,1.13,2.01,3.14,108116,0,0,0,108116,67720,94413,162133,31984,2721,1317,36022,3229,201384,78641,31983,0,186,0,315,0,1808,17612,3233,28871,10878,0,28871,492,3,365,33,3,539,414,15,15,12480,208,-1
326,DENNIS M O'CONNOR PUBLIC LIBRARY,CO,SO,Y,CO1,7032,7000,1,0,1,1,2,85531,0,351,41124,127006,-9,-9,-9,7140,1523,1592,10255,-9,126758,0,15777,15851,416,2800,841,110,2214,13782,1577,10066,3536,495,9571,43,102,36,27,1,1298,1226,14,6,1392,4135,0
327,RICHARDSON PUBLIC LIBRARY,CI,SO,Y,CI1,120981,120433,1,0,29,20.9,49.9,3856300,0,0,33543,3889843,2384455,784565,3169020,311291,179274,55000,545565,141715,3856300,0,241892,13572,16543,11175,21720,1748,3426,419065,46988,1310942,781610,84663,1226279,4091,1289,1330,542,39,47853,35537,798,38,34161,189905,1696804
328,RICHLAND HILLS PUBLIC LIBRARY,CI,SO,Y,CI1,8030,7994,1,0,2.55,2.78,5.33,337956,0,1689,2225,341870,201674,65320,266994,22544,8679,7418,38641,35699,341334,165180,27495,16509,1683,7130,3549,0,2288,21004,5288,57111,24720,615,56496,10396,8195,109,72,7,7014,5191,275,8,4667,3529,0
329,FORT BEND COUNTY LIBRARIES,CO,MA,Y,CO1,746052,742670,1,12,127,134.08,261.08,14290651,0,7442,52381,14350474,9944050,4051475,13995525,1459546,773201,180381,2413128,2169804,18578457,96614,866339,31248,69743,30766,82820,4443,29745,2068716,371347,3384012,2001522,281038,3102974,2000,4098,4722,2447,358,196375,168440,2619,470,384259,1088808,1494156
33,BELLAIRE CITY LIBRARY,CI,SO,Y,CI1,18966,18880,1,0,3,4.38,7.38,721021,0,1188,16685,738894,458245,181756,640001,52080,10448,8510,71038,25843,736882,0,79573,50782,11369,18823,3262,69,2738,108428,4322,185625,111120,21069,164556,172,201,392,323,44,10356,9660,556,18,11648,20281,2738
330,RIO HONDO PUBLIC LIBRARY,CI,SO,Y,CO2,3904,3886,1,0,0.75,0,0.75,65009,0,0,2190,67199,-9,-9,-9,4100,1500,0,5600,-9,31438,0,12715,13485,69,2822,522,0,1560,5390,3124,2377,1093,292,2085,0,0,44,35,0,390,287,0,15,1722,640,0
331,RIVER OAKS PUBLIC LIBRARY,CI,SO,Y,CI1,7703,7668,1,0,0.53,0.3,0.83,57646,0,0,2314,59960,-9,-9,-9,2549,1500,1259,5308,-9,74039,0,7365,9007,44,477,2286,0,1014,9912,3950,13828,5816,0,13828,0,0,4,2,2,141,95,46,7,3949,0,997
332,ROANOKE PUBLIC LIBRARY,CI,SO,Y,CI1,9085,9044,1,0,5,3.5,8.5,729193,0,0,0,729193,424021,143090,567111,12707,14702,14525,41934,120148,729193,0,31462,9616,1476,506,6812,41,3008,85263,7483,125697,75373,3422,122275,7521,8452,640,256,83,14321,10359,672,16,11523,0,16452
333,COKE COUNTY LIBRARY,CO,SO,Y,CO1,3370,3355,1,0,0.5,0,0.5,18396,0,0,0,18396,-9,-9,-9,2293,0,0,2293,-9,18106,0,11022,0,271,0,210,0,1040,980,181,2187,740,0,2187,0,0,9,9,0,89,89,0,1,141,100,0
335,LUCY HILL PATTERSON MEMORIAL LIBRARY,CI,SO,Y,CO2,5647,5621,1,0,1,2.75,3.75,213415,0,0,0,213415,103108,47243,150351,7840,0,799,8639,45786,204776,0,23639,0,462,0,415,0,2432,11194,14028,14028,5013,0,14028,0,0,105,49,2,1962,1110,60,19,5369,0,0
336,ARANSAS COUNTY PUBLIC LIBRARY,CO,SO,Y,CO1,23059,22954,1,0,3.5,0.7,4.2,211418,0,0,5000,216418,135713,46540,182253,23314,0,2304,25618,8547,216418,15260,40099,1681,576,533,448,10,2419,16875,13433,25144,5984,4309,20835,0,10,54,48,4,1511,1467,32,7,5424,0,0
338,ROCKWALL COUNTY LIBRARY,CO,SO,Y,CO2,80358,79994,1,0,5.53,11.3,16.83,1232897,0,0,35825,1268722,742047,246749,988796,123977,27872,25317,177166,134348,1300310,0,110561,21308,6954,12410,6260,162,2495,151767,54782,286687,153151,27750,258937,488,75,891,451,18,22328,19032,989,53,17782,0,0
339,ROTAN PUBLIC LIBRARY,CI,SO,Y,CO1,3839,3822,1,0,0.5,0,0.5,17429,0,0,3310,20739,-9,-9,-9,0,0,0,0,-9,18728,0,13004,0,199,0,982,0,1040,1076,762,686,19,0,686,0,0,0,0,0,0,0,0,7,232,0,0
34,BELLVILLE PUBLIC LIBRARY,CI,SO,Y,CI1,4266,4247,1,0,1,3,4,288450,0,0,11907,300357,156794,83391,240185,11588,1500,6803,19891,28300,288376,0,34398,13262,475,1202,2150,131,1954,30088,2970,62916,21779,2206,60710,0,1,80,77,3,2372,2177,195,7,3304,1291,0
340,ROUND ROCK PUBLIC LIBRARY SYSTEM,CI,SO,Y,CI1,128739,128155,1,0,14.75,16.38,31.13,2938150,0,0,3580,2941730,1627123,634017,2261140,186961,196935,72710,456606,220404,2938150,0,163939,8577,15865,4768,15232,0,3552,416391,67892,1310863,805118,126637,1184226,2880,933,1761,782,78,52249,42351,1174,60,60147,40678,435272
341,SINGLETARY MEMORIAL LIBRARY,CI,SO,Y,CI1,3681,3664,1,0,1,2.1,3.1,134810,0,0,0,134810,85860,28500,114360,8000,1500,500,10000,10450,134810,0,28848,14250,373,0,1317,0,2288,72145,5092,11398,4973,1540,9858,2,0,283,235,9,5514,4452,594,7,36412,36412,0
343,TOM GREEN COUNTY LIBRARY SYSTEM,CO,MO,Y,CO1,118189,117653,1,2,31.5,6.63,38.13,2337222,0,75826,36653,2449701,1259716,412468,1672184,285673,146614,48459,480746,387571,2540501,62930,248115,20001,8959,7649,8959,1702,6812,250224,77703,427625,144274,80473,347152,2656,2518,1089,648,251,29175,19447,1156,32,33651,0,216000
344,SAN ANTONIO PUBLIC LIBRARY,CI,MO,Y,CO2,1829577,1821284,1,29,152.5,292.5,445,41878744,0,0,275559,42154303,19225948,5779384,25005332,2166550,2131478,966767,5264795,11884176,42154303,1249672,1495011,142805,112260,69138,240709,2658,83649,5292965,1090391,8001230,2861526,1871656,6129574,12330,8846,18265,8748,3600,378582,245669,65517,840,664238,2641304,2446594
345,SAN AUGUSTINE PUBLIC LIBRARY,CI,SO,Y,CO1,8232,8195,1,0,2.75,1.33,4.08,153176,0,0,15638,168814,88351,30162,118513,12117,3643,2776,18536,32391,169440,16976,23238,1476,1006,0,2157,0,2295,14991,5057,20529,3190,1865,18664,72,36,80,68,2,1309,926,57,11,8657,0,0
346,SAN BENITO PUBLIC LIBRARY,CI,SO,Y,CO2,34526,34370,1,0,2,4.53,6.53,350588,0,0,0,350588,163760,51948,215708,17293,6000,0,23293,111587,350588,0,36086,0,0,0,5504,0,2624,72013,38969,21488,6422,0,21488,4,20,554,290,0,4562,2357,0,24,12433,0,0
348,SAN MARCOS PUBLIC LIBRARY,CI,SO,Y,CO2,79458,79098,1,0,8,12.2,20.2,1779135,0,0,25592,1804727,1058809,455542,1514351,128496,33743,35737,197976,91400,1803727,0,152857,17317,4028,10333,14757,73,3512,397275,44744,496077,224982,56940,439137,166,118,2361,1359,79,47181,33304,1134,38,62552,0,0
349,RYLANDER MEMORIAL LIBRARY,CO,SO,Y,CO1,6054,6027,1,0,0.75,0.3,1.05,50271,0,0,17461,67732,-9,-9,-9,9856,1500,1886,13242,-9,67731,0,16220,19224,878,4625,263,142,1675,11114,2644,13009,1688,1713,11296,0,7,43,39,4,307,283,24,7,1173,0,0
35,LENA ARMSTRONG PUBLIC LIBRARY,CI,SO,Y,CI1,22222,22121,1,0,1,4,5,341250,115,1062,29032,371459,200865,56385,257250,35151,9127,3643,47921,65536,370707,5731,29849,835,1016,67,803,0,2341,56498,5089,85109,50112,724,84385,134,44,189,174,0,3052,2963,0,13,9298,0,7849
350,TERRELL COUNTY PUBLIC LIBRARY,CO,SO,Y,CO1,823,819,1,0,0.5,0,0.5,29181,0,0,3944,33125,-9,-9,-9,6442,0,2173,8615,-9,31681,0,22497,0,243,0,1857,0,996,3606,316,7076,355,0,7076,29,67,8,8,0,22,22,0,5,913,430,0
352,MAE S BRUCE LIBRARY,CI,SO,Y,CO2,15656,15585,1,0,2,2.19,4.19,268853,0,0,1190,270043,157758,41753,199511,12834,7404,1141,21379,43806,264696,0,26169,50798,636,19892,1068,69,2175,29561,3646,39418,17605,7988,31430,127,152,253,233,17,8427,8217,170,8,6489,2039,8078
353,SCHERTZ PUBLIC LIBRARY,CI,SO,Y,CO2,108335,107844,1,0,4,10,14,1007904,750,13018,31342,1053014,582821,203413,786234,86568,33480,8438,128486,104901,1019621,0,81027,8304,3534,11514,9032,1360,3097,237821,33104,381550,219350,29107,352443,1677,1082,473,325,23,18636,15953,996,52,31832,380268,53894
355,VIRGIL & JOSEPHINE GORDON MEMORIAL LIBRARY,NP,SO,Y,CO2,10721,10672,1,0,1,1,2,40000,0,0,77264,117264,-9,-9,-9,8167,0,1485,9652,-9,147986,0,36390,0,570,0,1884,0,1995,12571,13500,13710,4065,0,13710,0,0,28,16,0,182,147,0,10,7142,0,0
356,SEGUIN PUBLIC LIBRARY,MJ,SO,Y,CO2,40412,40229,1,0,9,8.5,17.5,1210202,0,4277,89594,1304073,751525,230089,981614,66254,27631,7759,101644,186335,1269593,28210,70450,118822,1821,31073,3208,269,3231,163294,20706,286436,117635,23497,262939,522,1531,587,340,68,17879,13400,987,66,31268,17681,64695
357,GAINES COUNTY LIBRARY,CO,MO,Y,CO1,20901,20806,1,1,5,1,6,419896,0,0,3125,423021,268039,94269,362308,30708,4310,6120,41138,19732,423178,0,46309,16418,1606,1755,2909,15,4166,49663,6680,78590,50051,4280,74310,43,5,315,280,17,10596,8159,2258,15,2833,4981,7471
358,BAYLOR COUNTY FREE LIBRARY,CO,SO,Y,CO1,3581,3565,1,0,0,0,0,29084,0,0,6419,35503,-9,-9,-9,7525,1450,3098,12073,-9,15975,3500,29389,1229,899,0,1626,0,1560,11891,3104,13268,5098,2467,10801,42,201,114,38,0,2496,1470,0,7,4269,0,-1
359,SHAMROCK COMMUNITY LIBRARY,CI,SO,Y,CO2,5191,5167,1,0,0.5,0,0.5,33671,0,0,6769,40440,-9,-9,-9,4627,0,0,4627,-9,30871,0,30500,5544,0,1389,0,0,1000,4200,1880,6189,3738,3604,2585,0,0,13,13,0,488,488,0,4,980,0,0
36,REAGAN COUNTY LIBRARY,CO,SO,Y,CO1,3741,3724,1,0,2,0.73,2.73,188159,0,0,2311,190470,117899,42784,160683,10692,4420,532,15644,12781,189108,0,14588,7002,481,1905,513,0,2250,10825,2441,4151,1162,213,3938,14,50,46,46,0,416,416,0,11,1861,2722,0
360,SHEPHERD PUBLIC LIBRARY,CI,SO,Y,CI1,2384,2373,1,0,1,1,2,140670,0,0,0,140670,-9,-9,-9,6414,0,0,6414,-9,154671,0,3157,0,442,0,1885,0,1700,0,4768,4596,238,0,4596,0,0,8,8,0,75,75,0,10,2846,0,0
362,SHERMAN PUBLIC LIBRARY,CI,SO,Y,CI1,42462,42270,1,0,4,6,10,808073,0,0,0,808073,401554,161565,563119,44752,32024,11084,87860,157094,808073,0,49605,26728,4664,5293,4308,0,2727,152500,30852,137442,57441,21099,116343,647,1723,318,177,27,9992,6272,1760,20,18375,0,16149
363,SILSBEE PUBLIC LIBRARY,CI,SO,Y,CO2,12215,12160,1,0,3.1,0,3.1,215779,0,0,1640,217419,88067,51737,139804,19028,0,200,19228,43463,202495,0,50330,70881,912,23333,4870,143,2456,31935,5376,28819,11326,1264,27555,0,0,100,82,8,2271,1965,35,10,4762,0,0
365,SINTON PUBLIC LIBRARY,CI,SO,Y,CO2,7999,7963,1,0,1,3.75,4.75,217770,0,0,3078,220848,131203,43483,174686,11150,0,3130,14280,31882,220848,0,21114,0,378,0,964,0,2480,15785,7354,11550,5217,0,11550,20,0,150,128,14,4654,4186,370,12,5018,1489,0
367,SMITHVILLE PUBLIC LIBRARY,CI,SO,Y,CO2,16861,16785,1,0,2,3.55,5.55,284013,162,14071,21048,319294,175752,54075,229827,25152,1608,2619,29379,60085,319291,0,40713,13735,1682,2154,4000,75,2194,32037,9518,64675,11974,3096,61579,285,92,693,213,10,9805,4788,93,19,6087,1203,0
368,SCURRY COUNTY LIBRARY,CO,SO,Y,CO1,16866,16790,1,0,1,4.9,5.9,391794,0,0,4126,395920,212055,115836,327891,23986,0,9334,33320,32707,393918,0,66017,3870,2074,1210,2332,0,2391,59338,10396,59033,18761,4138,54895,58,211,268,262,5,6706,6635,50,17,8854,25220,0
369,SUTTON COUNTY LIBRARY,CO,SO,Y,CO1,3758,3741,1,0,1,0.73,1.73,235204,0,306,12988,248498,-9,-9,-9,6365,1500,2065,9930,-9,238764,51792,15042,7177,1765,1912,64,27,2298,15208,2271,3967,1395,520,3447,31,1,164,109,20,2598,2272,128,10,2938,692,0
37,HOWARD COUNTY LIBRARY,CO,SO,Y,CO1,36459,36294,1,0,3,2.5,5.5,406323,350,0,5256,411929,235696,93626,329322,24234,6790,6044,37068,44832,411222,9469,59150,16417,2053,1755,2139,15,2243,65737,11803,44363,19211,1550,42813,169,168,156,143,0,3077,2954,0,14,11485,0,0
370,ALMA M CARPENTER PUBLIC LIBRARY,CI,SO,Y,CO2,3451,3435,1,0,1,1.7,2.7,101051,0,0,748,101799,45328,17813,63141,4800,0,1478,6278,24632,94051,0,15982,0,550,0,902,0,2604,11440,4185,7925,736,0,7925,7,0,83,53,2,524,320,2,5,1838,0,0
371,HANSFORD COUNTY LIBRARY,NP,SO,Y,CO2,5463,5438,1,0,1,1,2,72600,0,0,56163,128763,-9,-9,-9,13142,0,0,13142,-9,133087,0,20011,5680,1225,1416,1814,0,1725,8992,1257,13972,3332,1805,12167,27,19,4,1,0,70,25,0,6,440,186,1647
374,STAMFORD CARNEGIE LIBRARY,CI,SO,Y,CI1,2957,2944,1,0,0,0,0,77640,0,0,0,77640,-9,-9,-9,8055,0,0,8055,-9,35063,3950,12773,0,140,0,527,0,1364,2812,2474,1829,566,0,1829,122,0,111,6,5,193,159,18,6,4099,0,-1
376,STEPHENVILLE PUBLIC LIBRARY,CI,SO,Y,CI1,21164,21068,1,0,1,3,4,245773,0,0,10947,256720,131649,51721,183370,18065,4056,0,22121,41338,246829,0,31835,18,935,0,7074,0,2000,54658,20556,54048,21041,0,54048,1,199,157,150,4,6994,6482,209,10,20579,0,0
377,SHERMAN COUNTY PUBLIC LIBRARY,CO,SO,Y,CO1,3079,3065,1,0,1,1.25,2.25,132008,0,685,0,132693,72762,25919,98681,11551,0,4864,16415,22917,138013,0,20001,5544,2576,1389,1697,0,2012,16476,440,25829,7174,2027,23802,85,5,47,43,0,782,761,0,13,4308,0,0
379,COUNTY-CITY LIBRARY,CC,SO,Y,CO1,14751,14684,1,0,1,3.68,4.68,248912,0,216,27074,276202,144101,66394,210495,13465,3000,1600,18065,36685,265245,0,40231,8644,1469,1928,1289,78,2022,33164,10225,33697,9717,3165,30532,33,30,199,112,6,2829,1802,53,9,3964,5264,0
380,TAFT PUBLIC LIBRARY,CI,SO,Y,CO2,4392,4372,1,0,1.16,0.87,2.03,49131,0,0,53220,102351,51644,25159,76803,9229,0,4842,14071,12861,103735,4293,13516,3256,478,198,1272,648,1810,7805,4755,6554,6253,509,6045,52,4,140,88,14,8595,1802,162,10,5236,3936,-1
381,CITY COUNTY LIBRARY,CC,SO,Y,CO1,5877,5850,1,0,1,1.73,2.73,108163,0,0,14413,122576,69994,23674,93668,6995,1147,1500,9642,19266,122576,0,6244,2263,783,623,574,0,1973,10585,1578,11687,6641,1064,10623,4,0,95,69,3,3309,2768,38,4,466,0,496
382,TAYLOR PUBLIC LIBRARY,CI,SO,Y,CI1,17167,17089,1,0,2,5.5,7.5,453386,0,0,0,453386,270767,83080,353847,30733,0,7573,38306,61233,453386,0,57129,3079,832,1120,1466,0,2616,62367,13141,49934,24017,5682,44252,194,229,158,128,0,6159,5644,0,14,18274,30743,14356
383,TEAGUE PUBLIC LIBRARY,CI,SO,Y,CO2,10808,10759,1,0,1,1.2,2.2,152132,0,621,14260,167013,67148,14866,82014,21650,0,2010,23660,34750,140424,0,20374,0,134,0,397,0,2359,26775,4025,20905,2436,0,20905,69,0,134,128,3,2155,2050,45,6,8600,0,0
384,TEMPLE PUBLIC LIBRARY,CI,MO,Y,CI1,76256,75910,1,0,7,21.13,28.13,1735442,0,5220,975,1741637,922354,286587,1208941,160623,13465,23405,197493,334228,1740662,0,178941,20860,8612,5216,10340,226,4084,241523,65207,384068,138311,35035,349033,617,213,521,347,16,12543,11054,161,33,34133,0,209882
385,RITER C HULSEY PUBLIC LIBRARY,CI,SO,Y,CO2,53711,53468,1,0,2,8.13,10.13,894464,0,0,0,894464,430377,302742,733119,20203,27428,4000,51631,96574,881324,0,68154,26035,1638,13434,3439,228,2244,92239,7880,138526,45735,68347,70179,330,1079,758,318,12,9686,8455,127,13,20264,0,33939
386,TEXARKANA PUBLIC LIBRARY,CI,SO,Y,CI1,37295,37126,1,0,4,8.25,12.25,1031313,0,5175,54052,1090540,490999,189032,680031,50589,25546,9206,85341,209453,974825,30770,80898,389,4401,2410,8279,0,3178,135544,38357,169923,37438,958,168965,2212,2605,176,141,0,2791,1966,0,20,26785,28881,24835
387,MOORE MEMORIAL PUBLIC LIBRARY,CI,SO,Y,CO2,56965,56707,1,0,7,8.25,15.25,1465118,0,0,3500,1468618,538541,215511,754052,123794,117339,24900,266033,240370,1260455,47000,150000,10000,4866,950,14240,10778,2521,91737,22867,118044,40097,9538,108506,1497,178,239,117,37,4839,2902,302,43,31104,33632,39429
388,THE COLONY PUBLIC LIBRARY,CI,SO,Y,CO2,58173,57909,1,0,6.23,8.98,15.21,1170361,6000,1017,0,1177378,736671,249262,985933,43335,45893,12603,101831,61019,1148783,0,59273,16185,3237,8937,5717,487,2282,64562,19101,143041,69611,19191,123850,113,18,466,337,30,10109,9148,124,30,13387,17427,31319
389,BLANCHE K WERNER PUBLIC LIBRARY,CI,SO,N,CO2,13351,13290,1,0,2.15,2.37,4.52,293866,0,0,8399,302265,160831,57795,218626,19579,5113,4443,29135,53162,300923,48140,31302,0,1322,0,2479,0,2216,43586,7753,53303,21252,6557,46746,301,305,224,138,17,5101,3839,303,16,7639,4961,-1
39,PATRICK HEATH PUBLIC LIBRARY,CI,SO,Y,CO2,26170,26051,1,0,5,9.38,14.38,1298959,0,22795,116328,1438082,755243,287666,1042909,41802,23451,9053,74306,285777,1402992,105203,40022,121366,2408,113425,5372,269,2738,144215,20322,271754,135406,37765,233989,842,889,1021,456,129,28218,19733,2014,57,14124,66624,36028
390,SWISHER COUNTY LIBRARY,CO,SO,Y,CO1,7462,7428,1,0,1.95,0,1.95,110761,0,0,0,110761,-9,-9,-9,10794,361,745,11900,-9,110761,0,12515,5544,791,1389,171,0,2115,16462,2044,14462,3627,4055,10407,64,13,23,22,0,1186,1182,0,7,2336,28233,10401
391,TYLER PUBLIC LIBRARY,CI,SO,Y,CI1,105729,105250,1,0,4,20.88,24.88,1509741,0,0,89229,1598970,752811,313156,1065967,92405,55414,18000,165819,305624,1537410,18173,175310,26518,6597,5226,14190,178,2310,386133,9540,301371,135905,38956,262415,385,952,1158,579,27,26912,19123,111,30,26396,19345,0
392,EL PROGRESO MEMORIAL LIBRARY,NP,SO,Y,CO2,21598,21500,1,0,4,2.5,6.5,229000,1251,0,201326,431577,159627,59258,218885,12037,0,2481,14518,153008,386411,0,67585,5530,968,1403,1550,265,2288,56800,20121,87696,25866,2280,85416,156,98,149,69,2,7744,3649,48,16,9000,0,0
393,VAN ALSTYNE PUBLIC LIBRARY,CI,SO,Y,CO2,6469,6440,1,0,1,2.85,3.85,188083,0,0,7400,195483,119642,28699,148341,8450,0,800,9250,15272,172863,0,17798,0,681,0,862,0,1872,20491,2599,27651,12441,0,27651,22,36,184,97,14,4369,3629,67,15,2298,0,5694
394,VAN HORN CITY COUNTY LIBRARY,CC,SO,Y,CO1,2204,2194,1,0,1,1,2,124500,0,0,2992,127492,-9,-9,-9,4096,0,0,4096,-9,127491,0,18952,0,447,0,287,0,1936,7395,333,1655,442,0,1655,0,15,3,3,0,505,505,0,6,1098,291,0
395,CARNEGIE CITY-COUNTY LIBRARY,NP,SO,Y,CO1,12820,12762,1,0,1.75,0.75,2.5,139764,0,0,17604,157368,85922,6573,92495,12094,0,3296,15390,33811,141696,0,29851,0,2026,0,1741,0,1645,17225,7850,34166,8995,0,34166,14,16,21,15,0,958,897,0,9,8550,0,0
396,VICTORIA PUBLIC LIBRARY,CC,SO,Y,CI1,92035,91618,1,0,8,19.68,27.68,2246101,0,0,33800,2279901,925289,352635,1277924,159777,107968,80705,348450,516692,2143066,0,86359,24360,10161,3849,13292,110,3019,196602,43022,368526,119160,28064,340462,3335,6836,562,437,28,21797,20097,682,36,57504,14546,57630
397,VIDOR PUBLIC LIBRARY,CI,SO,Y,CI1,10522,10474,1,0,1,2,3,217418,0,0,10560,227978,101877,42878,144755,17950,3000,2311,23261,50402,218418,0,38285,18919,655,1082,2656,0,2250,29213,7966,27850,10217,3778,24072,1,0,25,24,0,1322,1317,0,7,3487,345,2024
398,WACO-MCLENNAN COUNTY LIBRARY,CI,MO,Y,CO2,213884,212915,1,3,17,29.63,46.63,4047675,0,0,26374,4074049,1891544,726927,2618471,431719,78942,50411,561072,894506,4074049,0,289337,4384,17841,2037,23905,0,11100,377801,77271,686197,320330,43827,642370,2710,1995,1075,662,158,33985,22676,1604,152,65344,46658,211897
40,BONHAM PUBLIC LIBRARY,CI,SO,Y,CI1,10372,10325,1,0,1,4.05,5.05,309949,0,0,29000,338949,149509,55215,204724,18065,8900,19950,46915,59050,310689,0,32677,375922,951,82605,1679,14086,2748,41400,17490,55448,19740,7302,48146,21,24,202,127,30,9349,8100,449,9,6642,3056,28285
400,AUSTIN COUNTY LIBRARY SYSTEM,CO,MO,Y,CO2,15002,14934,1,2,3.45,1.55,5,132459,0,0,14257,146716,84965,43120,128085,10000,1600,5200,16800,25827,170712,0,38947,0,973,0,3822,0,4148,22594,4991,26908,7324,0,26908,13,47,107,107,0,956,956,0,13,3372,2040,0
402,NICHOLAS P SIMS LIBRARY & LYCEUM,OT,SO,Y,CI1,36807,36640,1,0,5,13.38,18.38,1034482,0,531,316158,1351171,637071,151374,788445,49255,22783,19766,91804,248856,1129105,99049,55920,26544,4235,5206,5036,178,2231,274281,28625,179963,93491,20784,159179,60,42,1016,361,304,23965,16497,1900,34,10739,16498,40174
403,WEATHERFORD PUBLIC LIBRARY,CI,SO,Y,CO2,105320,104843,1,0,5.95,9.33,15.28,1073192,0,0,46956,1120148,612222,227136,839358,122217,19080,16297,157594,123196,1120148,0,82384,16188,3886,6890,7367,0,2996,131689,25964,355393,147417,41230,314163,10430,7868,401,213,64,16773,10731,1169,16,15370,0,163926
404,WEIMAR PUBLIC LIBRARY,CI,SO,Y,CO2,3385,3370,1,0,1.01,3.17,4.18,102319,0,0,1132,103451,56913,21714,78627,9221,1673,3487,14381,8870,101878,4522,12085,130,440,78,1897,0,2221,10752,3682,81383,5352,1590,79793,139,0,127,6,0,661,546,0,6,4693,934,-1
405,COLLINGSWORTH PUBLIC LIBRARY,CO,SO,Y,CO1,2962,2949,1,0,0.95,1.9,2.85,116507,0,0,43858,160365,96531,12852,109383,18510,5308,7888,31706,19276,160365,0,24167,5547,899,1391,1671,0,2391,32506,1314,30872,15171,11163,19709,55,64,41,27,3,1245,1154,32,9,1340,0,133753
407,MAYOR JOE V SANCHEZ PUBLIC LIBRARY,CI,SO,Y,CO2,62715,62431,1,0,3,10,13,814933,0,0,0,814933,385728,106130,491858,41958,19963,3984,65905,211303,769066,0,85811,9580,2185,11314,2180,0,3144,243434,40785,47580,30110,6021,41559,953,766,730,285,69,34702,19321,4430,75,70503,0,110094
408,WHARTON COUNTY LIBRARY,CO,MO,Y,CO1,41619,41430,1,3,14.75,0,14.75,1081199,0,0,50219,1131418,492205,281494,773699,62327,9777,12465,84569,221638,1079906,24576,110182,51336,3316,20555,3949,69,6913,198472,18190,141352,70060,12910,128442,165,253,754,680,32,21891,19711,890,38,18621,0,36000
409,WHEELER PUBLIC LIBRARY,CI,SO,N,CO2,5546,5521,1,0,0.8,0.53,1.33,83265,0,0,6981,90246,-9,-9,-9,11006,0,2330,13336,-9,80984,5589,26470,0,900,0,401,0,1572,2338,1530,699,203,0,699,155,0,177,16,14,451,346,125,2,4697,0,-1
41,HUTCHINSON COUNTY LIBRARY,CO,MO,Y,CO1,21198,21102,1,2,1,6.45,7.45,543605,0,841,0,544446,311854,133155,445009,33574,978,2061,36613,62824,544446,20920,50428,5544,2018,1389,1624,0,5769,72899,6443,37742,15535,7781,29961,106,78,145,115,0,3594,3453,0,14,4152,0,13860
410,WHITE SETTLEMENT PUBLIC LIBRARY,CI,SO,Y,CI1,17896,17815,1,0,2,5,7,366974,0,0,7675,374649,196102,69478,265580,27473,3000,4154,34627,67577,367784,42882,55740,16557,697,7118,4445,0,2610,74596,5824,74415,31876,4200,70215,106,97,186,97,9,3119,2197,318,17,9683,0,4217
